object_type,difference,object,category,blocker,assessment
constraints,staging_only,dv_market_private.market_swap_threads.market_swap_threads_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_orders.market_orders_delivery_reviewed_by_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawals.market_withdrawals_contract_snapshot_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_fulfillments.market_swap_fulfillments_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_listings.market_listings_trade_only_no_money_ck,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_stripe_events.market_stripe_events_processing_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_attempts.market_payment_attempts_stripe_charge_id_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_contract_snapshot_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notice_events.listing_notice_events_notice_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_seller_accounts.market_seller_accounts_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revision_items.market_swap_revision_items_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawals.market_withdrawals_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_pickup_messages.market_pickup_messages_body_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_exports.market_tax_exports_source_event_count_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_refund_requests.market_refund_requests_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_value_snapshots.market_swap_value_snapshots_valuation_method_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_source_type_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_financial_documents.market_financial_documents_gross_cents_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_exports.market_tax_exports_export_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_private.links.links_match_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.marketplace_message_outbox.marketplace_message_outbox_source_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_exports.market_tax_exports_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_export_rows.market_tax_export_rows_export_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_export_rows.market_tax_export_rows_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_financial_documents.market_financial_documents_document_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_activity_count_delta_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawals.market_withdrawals_deal_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_orders.market_orders_delivery_review_requested_by_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_media_private.consents.consents_match_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_shipping_addresses.market_swap_shipping_addresses_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_fulfillments.market_swap_fulfillments_sender_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revisions.market_swap_revisions_thread_id_revision_no_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revision_items.market_swap_revision_items_party_side_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_seller_accounts.market_seller_accounts_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_attempts.market_payment_attempts_stripe_payment_intent_id_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_stripe_accounts.market_stripe_accounts_stripe_account_id_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notices.listing_notices_case_reference_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_event_key_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notices.listing_notices_decision_basis_kind_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_threads.market_swap_threads_check1,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_stripe_onboarding_requests.market_stripe_onboarding_requests_state_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_export_rows.market_tax_export_rows_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_configuration.market_payment_configuration_platform_fee_fixed_cents_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revision_items.market_swap_revision_items_revision_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_orders.market_orders_seller_net_nonnegative,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_listings.market_listings_sealed_sale_only_ck,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_pickup_messages.market_pickup_messages_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_review_actions.seller_review_actions_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_buyer_type_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_value_snapshots.market_swap_value_snapshots_psttg_evaluation_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_financial_documents.market_financial_documents_issuer_role_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_allocations.market_payment_allocations_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_seller_type_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_private.links.links_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_value_snapshots.market_swap_value_snapshots_revision_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_allocations.market_payment_allocations_gross_cents_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revision_items.market_swap_revision_items_listing_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_notification_sync_state.market_notification_sync_state_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_configuration.market_payment_configuration_platform_fee_tax_treatment_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_configuration.market_payment_configuration_singleton_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawal_drafts.market_withdrawal_drafts_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_offers.market_offers_buyer_type_snapshot_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_configuration.market_payment_configuration_provider_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawal_drafts.market_withdrawal_drafts_buyer_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_financial_documents.market_financial_documents_currency_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.marketplace_message_outbox.marketplace_message_outbox_message_kind_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notices.listing_notices_reporter_user_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_invoice_authorizations.market_invoice_authorizations_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_media_private.revocations.revocations_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_invoice_authorizations.market_invoice_authorizations_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_orders.market_orders_platform_fee_nonnegative,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_currency_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.marketplace_message_outbox.marketplace_message_outbox_recipient_kind_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_seller_accounts.market_seller_accounts_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_check1,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_confirmations.market_swap_confirmations_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_attempts.market_payment_attempts_amount_due_cents_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.marketplace_message_outbox.marketplace_message_outbox_notice_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notices.listing_notices_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_offer_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_total_price_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_exports.market_tax_exports_export_format_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_goods_total_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_declarations.seller_declarations_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revisions.market_swap_revisions_thread_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_stripe_events.market_stripe_events_stripe_event_id_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_seller_accounts.market_seller_accounts_country_code_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_seller_accounts.market_seller_accounts_seller_type_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.user_data_export_events.user_data_export_events_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_stripe_accounts.market_stripe_accounts_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_legal_profiles.seller_legal_profiles_country_code_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_orders.market_orders_delivery_review_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_stripe_accounts.market_stripe_accounts_live_mode_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_private.grants.grants_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notice_appeals.listing_notice_appeals_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.marketplace_message_outbox.marketplace_message_outbox_recipient_user_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_account_audit.seller_account_audit_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_value_snapshots.market_swap_value_snapshots_owner_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,public.market_seller_accounts.market_seller_accounts_onboarding_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_shipping_addresses.market_swap_shipping_addresses_user_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_reservations.market_swap_reservations_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_reservations.market_swap_reservations_owner_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawals.market_withdrawals_contract_domain_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_invoice_authorizations.market_invoice_authorizations_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_pickup_handovers.market_swap_pickup_handovers_attempt_count_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notices.listing_notices_decision_action_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notice_appeals.listing_notice_appeals_appellant_user_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_tax_identifiers.seller_tax_identifiers_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revisions.market_swap_revisions_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.account_deletion_requests.account_deletion_requests_user_id_request_key_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawal_drafts.market_withdrawal_drafts_seller_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_refund_requests.market_refund_requests_request_key_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_media_private.epochs.epochs_match_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revision_items.market_swap_revision_items_revision_id_listing_id_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_threads.market_swap_threads_fulfillment_mode_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_refund_requests.market_refund_requests_attempt_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notices.listing_notices_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_stripe_events.market_stripe_events_live_mode_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_financial_documents.market_financial_documents_document_kind_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_contract_snapshots.market_contract_snapshots_unit_price_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_pickup_handovers.market_pickup_handovers_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_review_actions.seller_review_actions_actor_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_pickup_handovers.market_swap_pickup_handovers_thread_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.marketplace_compliance_policy.marketplace_compliance_policy_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_media_private.revocations.revocations_match_id_epoch_reason_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_value_snapshots.market_swap_value_snapshots_valuation_status_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.marketplace_message_delivery_events.marketplace_message_delivery_events_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_tax_identifiers.seller_tax_identifiers_pkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.listing_notices.listing_notices_assigned_to_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_swap_revision_items.market_swap_revision_items_thread_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_withdrawals.market_withdrawals_order_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_configuration.market_payment_configuration_charge_model_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_allocations.market_payment_allocations_attempt_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_events.market_tax_events_event_type_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.seller_tax_identifiers.seller_tax_identifiers_seller_id_identifier_kind_issuing_co_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,battle_spectator_private.presence.presence_match_id_fkey,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_tax_export_rows.market_tax_export_rows_reporting_quarter_check,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
constraints,staging_only,dv_market_private.market_payment_attempts.market_payment_attempts_order_id_id_key,1,P0-01,Noch nicht nach Production übernommener Staging-Stack; exakte Migration/Abhängigkeit vor Rollout manifestieren.
